% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=42, Sat Nov 15 17:38:47 2025
1 50 3.5044111194228567 1.0000250003125026 1.0 1.0 1.0000250003125026
2 100 5.448337500738548 1.2204947220193076 0.9611435281686644 0.9611435281686644 1.2204947220193076
3 150 7.181279100628661 1.570241489915839 0.9481777992416472 0.9481777992416472 1.570241489915839
4 200 6.2328565906600755 1.2784443367217866 0.941891527453564 0.941891527453564 1.2784443367217866
5 250 6.68014770289028 0.8327941051219572 0.5273450209791508 0.5273450209791508 0.8327941051219572
6 300 5.714152417139912 0.8029828235685343 0.32687201251063364 0.32687201251063364 0.8029828235685343
7 350 4.731709641063554 0.8595220982279941 0.2045025895531501 0.2045025895531501 0.8595220982279941
8 400 5.394704472741787 0.6572582158853332 0.19296490522366652 0.19296490522366652 0.6572582158853332
9 450 4.685355697812092 0.8392192191313879 0.17074931237482946 0.17074931237482946 0.8392192191313879
10 500 4.660934301750229 0.581093453200087 0.1297949061854024 0.1297949061854024 0.581093453200087
11 550 4.2621793127597245 0.4381231471952016 0.09210994105307192 0.09210994105307192 0.4381231471952016
12 600 4.173198720330186 0.3498159636195594 0.055854649371311724 0.055854649371311724 0.3498159636195594
13 650 3.697313886697414 0.24175283066356557 0.049980926318429625 0.049980926318429625 0.24175283066356557
13 650 3.697313886697414 0.24175283066356557 0.049980926318429625 0.049980926318429625 0.24175283066356557
